jar,date.cat,date,species,treatment,sump,sal,stock.ml,HCl.ml,NaOH.ml,Ca.ml,jar.wt,jar.muss.wt,jar.muss.h2o.wt,h2o.wt,wet.wt,origin,num.bys,tray.wt,tray.gut.wt,gut.wt,shell.wt,shell.length,shell.color,nbs.ph.0,ph.0,mv.0,spec.0,spec.t.0,ph.t.0,do.0,do.perc.0,do.t.0,ca.mv.0,ca.free.0,ca.meas.0,ca.sd.0,date.in,time.in,date.out,time.out,nbs.ph.1,ph.1,mv.1,spec.1,spec.t.1,ph.t.1,do.1,do.perc.1,do.t.1,ca.mv.1,ca.free.1,ca.meas.1,ca.sd.1,alk.0,alk.sd.0,alk.1,alk.sd.1,nh3.0,nh3.1,psi.0,psi.1,comments,light,first.sec,cluster,caldo.0,caldo.1,delox,delph,delta,delam,delt,delfreeca,corrdelta,start.time,end.time,duration,gut,h2o.kg,calph.0,calph.1,R,E,G,flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
29,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,7.73,0.085,0,0,NA,NA,NA,545,16.85,jenner,NA,NA,NA,NA,16.37,NA,NA,8.885,NA,NA,8.79306238,13.1,13.4,259.3,NA,13.1,NA,NA,NA,NA,2020-03-06,20:50:00,2020-03-11,11:42:00,8.712,NA,NA,8.63128696,13.2,13.3,191.7,NA,13.2,NA,NA,NA,NA,2349.683988,NA,2320.563989,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.173,-0.029119999,NA,0.1,NA,NA,2020-03-06 20:50:00,2020-03-11 11:42:00,109.8666667,NA,0.545,,,NA,,0.004412078538,8,33.7,13.35,1,0,8.7985,1.73E-06,43.44036477,43.60118794,43.44036477,43.60118794,43.44036477,43.60118797,0.001139661568,0.0004851642577,0.001626551075,0.002335123989,7.44458964,11.65809318
31,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,16.92,17.897,0,0,NA,NA,NA,532.33,21.48,jenner,NA,NA,NA,NA,20.78,NA,NA,8.119,NA,NA,8.025293562,13.3,13.6,256.7,NA,13.3,NA,NA,NA,NA,2020-03-06,20:14:00,2020-03-11,12:35:00,7.724,NA,NA,7.646872558,13.3,13.4,134.5,NA,13.3,NA,NA,NA,NA,3546.952996,NA,3601.962717,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.395,0.055009721,NA,0,NA,NA,2020-03-06 20:14:00,2020-03-11 12:35:00,111.35,NA,0.53233,,,NA,,-0.00632782739,8,33.7,13.5,1,0,7.9215,3.89E-05,982.9321424,986.5703101,982.9321424,986.5703101,982.9321424,986.570328,0.003133112158,0.0001917331146,0.003363740896,0.003574457857,2.943341383,4.607521441
32,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,22.49,33.093,0,0,NA,NA,NA,543.36,21.42,carmet,NA,NA,NA,NA,20.25,NA,NA,7.1,NA,NA,7.060944741,13.4,13.7,256.5,NA,13.4,NA,NA,NA,NA,2020-03-06,20:24:00,2020-03-11,12:26:00,7.256,NA,NA,7.208386892,13.2,13.3,150.9,NA,13.2,NA,NA,NA,NA,3916.952073,NA,4284.209487,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.156,0.367257414,NA,-0.2,NA,NA,2020-03-06 20:24:00,2020-03-11 12:26:00,111.0333333,NA,0.54336,,,NA,,-0.04437617187,8,33.7,13.5,1,0,7.178,0.0002445523457,6194.443034,6217.477214,6194.443034,6217.477214,6194.443034,6217.477802,0.004005674984,4.20E-05,0.004292186925,0.00410058078,0.6440095397,1.008296749
33,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,5.48,1.292,0,0,NA,NA,NA,544.82,13.66,jenner,NA,NA,NA,NA,12.92,NA,NA,8.568,NA,NA,8.452612167,13.4,13.7,257.8,NA,13.4,NA,NA,NA,NA,2020-03-06,20:07:00,2020-03-11,12:49:00,8.398,NA,NA,8.294677198,13.2,13.3,208.9,NA,13.2,NA,NA,NA,NA,1612.532685,NA,1608.559308,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.17,-0.003973377,NA,-0.2,NA,NA,2020-03-06 20:07:00,2020-03-11 12:49:00,111.7,NA,0.54482,,,NA,,0.0007500101365,8,33.7,13.5,1,0,8.483,3.20E-06,80.95169748,81.25097694,80.95169748,81.25097694,80.95169748,81.25097705,0.001032037372,0.000214824387,0.001250065624,0.001610545997,3.297739296,5.162410665
34,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,21.81,24.399,0,0,NA,NA,NA,537.19,8.16,carmet,NA,NA,NA,NA,7.71,NA,NA,8.066,NA,NA,7.966620125,13.3,13.6,257,NA,13.3,NA,NA,NA,NA,2020-03-06,20:18:00,2020-03-11,12:33:00,7.966,NA,NA,7.878837772,13.3,13.4,215.7,NA,13.3,NA,NA,NA,NA,4427.66162,NA,4401.846548,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.1,-0.025815072,NA,0,NA,NA,2020-03-06 20:18:00,2020-03-11 12:33:00,111.25,NA,0.53719,,,NA,,0.008083824321,8,33.7,13.5,1,0,8.016,3.38E-05,854.4645672,857.6246569,854.4645672,857.6246569,854.4645672,857.624668,0.003808471454,0.000270327424,0.004112574374,0.004414754084,4.149588261,6.496143374
35,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,21.32,22.745,0,0,NA,NA,NA,545.65,14.05,jenner,NA,NA,NA,NA,13.6,NA,NA,8.226,NA,NA,8.148424927,13.5,13.7,257.7,NA,13.5,NA,NA,NA,NA,2020-03-06,20:12:00,2020-03-11,12:38:00,8.117,NA,NA,8.03269238,13,13.2,204.8,NA,13,NA,NA,NA,NA,4499.304555,NA,4467.096791,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.109,-0.032207764,NA,-0.5,NA,NA,2020-03-06 20:12:00,2020-03-11 12:38:00,111.4333333,NA,0.54565,,,NA,,0.005798166854,8,33.7,13.45,1,0,8.1715,2.27E-05,574.1315967,576.2562672,574.1315967,576.2562672,574.1315967,576.2562722,0.00365401188,0.0003705970281,0.004047356078,0.004483200673,5.688337399,8.905598379
36,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,9.78,13.203,0,0,NA,NA,NA,544.14,12.43,carmet,NA,NA,NA,NA,11.96,NA,NA,7.102,NA,NA,7.027949033,13.4,13.6,258.3,NA,13.4,NA,NA,NA,NA,2020-03-06,20:22:00,2020-03-11,12:30:00,7.963,NA,NA,7.295761394,13.4,13.4,217.9,NA,13.4,NA,NA,NA,NA,1814.643871,NA,2141.741677,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.861,0.327097806,NA,0,NA,NA,2020-03-06 20:22:00,2020-03-11 12:30:00,111.1333333,NA,0.54414,,,NA,,-0.06695496191,8,33.7,13.5,1,0,7.5325,7.31E-05,1854.119861,1860.98458,1854.119861,1860.98458,1854.119861,1860.98466,0.001813636963,6.53E-05,0.001952041488,0.001978192774,1.002375921,1.569486907
37,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,10.76,8.11,0,0,NA,NA,NA,545.5,8.91,jenner,NA,NA,NA,NA,8.54,NA,NA,8.443,NA,NA,8.347012982,13.4,13.7,258.4,NA,13.4,NA,NA,NA,NA,2020-03-06,20:09:00,2020-03-11,12:48:00,8.337,NA,NA,8.236816822,13.1,13.2,231.6,NA,13.1,NA,NA,NA,NA,2608.67961,NA,2560.038828,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.106,-0.048640782,NA,-0.3,NA,NA,2020-03-06 20:09:00,2020-03-11 12:48:00,111.65,NA,0.5455,,,NA,,0.01391389462,8,33.7,13.45,1,0,8.39,6.93E-06,174.8342933,175.4810131,174.8342933,175.4810131,174.8342933,175.4810136,0.001839725114,0.0003082030364,0.002154855278,0.002584359219,4.730616116,7.406237863
38,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,10.37,4.594,0,0,NA,NA,NA,549.85,10.93,carmet,NA,NA,NA,NA,10.27,NA,NA,8.706,NA,NA,8.610867764,13.3,13.6,258.9,NA,13.3,NA,NA,NA,NA,2020-03-06,20:02:00,2020-03-11,12:55:00,8.526,NA,NA,8.435201916,13.3,13.4,166.9,NA,13.3,NA,NA,NA,NA,2777.838235,NA,2770.28848,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.18,-0.007549755,NA,0,NA,NA,2020-03-06 20:02:00,2020-03-11 12:55:00,111.8833333,NA,0.54985,,,NA,,0.001806388883,8,33.7,13.5,1,0,8.616,3.81E-06,96.26644108,96.62223663,96.26644108,96.62223663,96.26644108,96.62223678,0.001657859137,0.0004681055156,0.002129771731,0.002774063358,7.185565663,11.24888911
39,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,16.04,11.928,0,0,NA,NA,NA,522.49,12.01,jenner,NA,NA,NA,NA,11.31,NA,NA,8.559,NA,NA,8.477759727,13.4,13.6,258.7,NA,13.4,NA,NA,NA,NA,2020-03-06,20:04:00,2020-03-11,12:52:00,8.441,NA,NA,8.356507045,13.3,13.4,215.2,NA,13.3,NA,NA,NA,NA,3870.608453,NA,3806.382941,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.118,-0.064225512,NA,-0.1,NA,NA,2020-03-06 20:04:00,2020-03-11 12:52:00,111.8,NA,0.52249,,,NA,,0.01326939596,8,33.7,13.5,1,0,8.5,7.53E-06,190.592463,191.2968537,190.592463,191.2968537,190.592463,191.2968543,0.002573618189,0.0005562678051,0.003137420803,0.003838495697,8.538832689,13.3674746
41,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,10.17,10.919,0,0,NA,NA,NA,516.7,11.55,jenner,NA,NA,NA,NA,11.12,NA,NA,7.264,NA,NA,7.187292518,13.4,13.7,258.8,NA,13.4,NA,NA,NA,NA,2020-03-06,19:49:00,2020-03-11,14:57:00,7.375,NA,NA,7.322919031,13.1,13.3,190.2,NA,13.1,NA,NA,NA,NA,1953.666249,NA,2221.711397,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.111,0.268045148,NA,-0.3,NA,NA,2020-03-06 19:49:00,2020-03-11 14:57:00,114.1333333,NA,0.5167,,,NA,,-0.05456311142,8,33.7,13.5,1,0,7.3195,8.81E-05,2230.331378,2238.589565,2230.331378,2238.589565,2230.331378,2238.58964,0.002014626867,2.90E-05,0.002131737665,0.002087688823,0.4454170877,0.6973607339
42,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,9.58,11.328,0,0,NA,NA,NA,532.07,12.49,carmet,NA,NA,NA,NA,11.97,NA,NA,6.971,NA,NA,6.920184341,13.4,13.7,259.3,NA,13.4,NA,NA,NA,NA,2020-03-06,19:47:00,2020-03-11,15:00:00,7.342,NA,NA,7.28743902,13.2,13.3,212.3,NA,13.2,NA,NA,NA,NA,1747.033693,NA,2094.604059,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.371,0.347570366,NA,-0.2,NA,NA,2020-03-06 19:47:00,2020-03-11 15:00:00,114.2166667,NA,0.53207,,,NA,,-0.06763288077,8,33.7,13.5,1,0,7.1565,0.0001255086663,3182.974873,3194.769126,3182.974873,3194.769126,3182.974873,3194.769295,0.001868665936,2.05E-05,0.00201466507,0.001920818876,0.3144558636,0.49237968
43,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,20.24,28.901,0,0,NA,NA,NA,542.18,10.36,jenner,NA,NA,NA,NA,9.78,NA,NA,6.956,NA,NA,6.920253174,13.4,13.6,259.3,NA,13.4,NA,NA,NA,NA,2020-03-06,19:43:00,2020-03-11,15:03:00,7.189,NA,NA,7.167002421,13.2,13.3,215,NA,13.2,NA,NA,NA,NA,3383.73238,NA,3718.076254,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.233,0.334343874,NA,-0.2,NA,NA,2020-03-06 19:43:00,2020-03-11 15:03:00,114.3333333,NA,0.54218,,,NA,,-0.0810578626,8,33.7,13.45,1,0,7.0725,0.0002757351111,6974.751922,7000.730757,6974.751922,7000.730757,6974.751922,7000.731526,0.003483663828,2.92E-05,0.003788636102,0.003550904317,0.448683977,0.7025591559
44,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,21.32,23.745,0,0,NA,NA,NA,535.91,9.69,carmet,NA,NA,NA,NA,9.29,NA,NA,8.209,NA,NA,8.125056799,13.5,13.7,257.3,NA,13.5,NA,NA,NA,NA,2020-03-06,19:54:00,2020-03-11,14:52:00,8.074,NA,NA,8.001773899,13.3,13.4,198.5,NA,13.3,NA,NA,NA,NA,4478.219531,NA,4445.292419,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.135,-0.032927112,NA,-0.2,NA,NA,2020-03-06 19:54:00,2020-03-11 14:52:00,113.9666667,NA,0.53591,,,NA,,0.008333394586,8,33.7,13.55,1,0,8.1415,2.46E-05,622.8824405,625.184428,622.8824405,625.184428,622.8824405,625.184434,0.003677328202,0.000350391044,0.004052313218,0.004461755975,5.379373541,8.420334851
45,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,1.08,0,3.956,0,NA,NA,NA,537.24,10.58,jenner,NA,NA,NA,NA,10.02,NA,NA,7.149,NA,NA,7.092873472,13.6,13.8,258.8,NA,13.6,NA,NA,NA,NA,2020-03-06,19:36:00,2020-03-11,15:09:00,7.415,NA,NA,7.356860442,13.4,13.5,226.1,NA,13.4,NA,NA,NA,NA,2042.977307,NA,2288.284968,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.266,0.245307661,NA,-0.2,NA,NA,2020-03-06 19:36:00,2020-03-11 15:09:00,114.55,NA,0.53724,,,NA,,-0.05740988028,8,33.7,13.65,1,0,7.282,0.0001025486219,2610.534751,2620.184853,2610.534751,2620.184853,2610.534751,2620.184962,0.00209315743,2.91E-05,0.002224769449,0.002165631138,0.4462273607,0.698438144
46,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,8.61,1.055,0,0,NA,NA,NA,531.22,7.72,carmet,NA,NA,NA,NA,7.35,NA,NA,8.697,NA,NA,8.550160794,13.5,13.7,259.7,NA,13.5,NA,NA,NA,NA,2020-03-06,19:57:00,2020-03-11,14:49:00,8.586,NA,NA,8.504501597,13.4,13.4,217,NA,13.4,NA,NA,NA,NA,2374.715243,NA,2343.847773,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.111,-0.03086747,NA,-0.1,NA,NA,2020-03-06 19:57:00,2020-03-11 14:49:00,113.8666667,NA,0.53122,,,NA,,0.009796287228,8,33.7,13.55,1,0,8.6415,2.87E-06,72.71585205,72.98441875,72.71585205,72.98441875,72.71585205,72.98441883,0.001359414553,0.0004068666281,0.001769152271,0.002359281508,6.246295405,9.777482629
48,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,19.66,24.343,0,0,NA,NA,NA,547.87,11.54,carmet,NA,NA,NA,NA,11,NA,NA,7.295,NA,NA,7.232237108,13.6,13.8,258.6,NA,13.6,NA,NA,NA,NA,2020-03-06,19:31:00,2020-03-11,15:14:00,7.379,NA,NA,7.330484541,13.3,13.4,209.6,NA,13.3,NA,NA,NA,NA,3511.492299,NA,3680.081562,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.084,0.168589263,NA,-0.3,NA,NA,2020-03-06 19:31:00,2020-03-11 15:14:00,114.7166667,NA,0.54787,,,NA,,-0.03659807412,8,33.7,13.6,1,0,7.337,0.000145975557,3707.60915,3721.341765,3707.60915,3721.341765,3707.60915,3721.341973,0.003476387889,5.19E-05,0.003674252043,0.003595786931,0.7966355018,1.246953063
49,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,8.02,0,0.336,0,NA,NA,NA,534.19,11.97,jenner,NA,NA,NA,NA,11.61,NA,NA,8.735,NA,NA,8.633650001,13.4,13.7,259.4,NA,13.4,NA,NA,NA,NA,2020-03-06,19:59:00,2020-03-11,14:46:00,8.629,NA,NA,8.536978237,13.3,13.4,223.2,NA,13.3,NA,NA,NA,NA,2427.186317,NA,2383.9928,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.106,-0.043193517,NA,-0.1,NA,NA,2020-03-06 19:59:00,2020-03-11 14:46:00,113.7833333,NA,0.53419,,,NA,,0.008733200954,8,33.7,13.55,1,0,8.682,2.56E-06,64.89085989,65.13052022,64.89085989,65.13052022,64.89085989,65.13052028,0.001333381304,0.00043800494,0.00177394828,0.002405589559,6.724328368,10.5257706
50,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,25.91,33.434,0,0,NA,NA,NA,536.93,25.89,carmet,NA,NA,NA,NA,25.47,NA,NA,7.319,NA,NA,7.258013558,13.5,13.8,258.7,NA,13.5,NA,NA,NA,NA,2020-03-06,19:26:00,2020-03-11,15:17:00,7.291,NA,NA,7.25646473,13.1,13.3,141.2,NA,13.1,NA,NA,NA,NA,4511.630105,NA,4741.123272,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.028,0.229493167,NA,-0.4,NA,NA,2020-03-06 19:26:00,2020-03-11 15:17:00,114.85,NA,0.53693,,,NA,,-0.02106189722,8,33.7,13.55,1,0,7.305,0.0002030063795,5143.293017,5162.392551,5143.293017,5162.392551,5143.293017,5162.392951,0.004488412682,6.17E-05,0.00475316265,0.004626376689,0.9478835555,1.483769046
51,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,25.03,31.465,0,0,NA,NA,NA,543.15,15.05,jenner,NA,NA,NA,NA,14.37,NA,NA,7.695,NA,NA,7.611538109,13.5,13.9,255.8,NA,13.5,NA,NA,NA,NA,2020-03-06,19:22:00,2020-03-11,15:21:00,7.585,NA,NA,7.520175085,13.2,13.3,206.7,NA,13.2,NA,NA,NA,NA,4568.386298,NA,4600.816,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.11,0.032429702,NA,-0.3,NA,NA,2020-03-06 19:22:00,2020-03-11 15:21:00,114.9833333,NA,0.54315,,,NA,,-0.00533017028,8,33.7,13.6,1,0,7.64,9.05E-05,2295.23725,2303.731772,2295.23725,2303.731772,2295.23725,2303.731853,0.00429595058,0.0001290920013,0.004515571806,0.004584601149,1.98222273,3.102340215
52,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,7.92,1.926,0,0,NA,NA,NA,540.06,9.14,carmet,NA,NA,NA,NA,8.75,NA,NA,8.806,NA,NA,8.710384519,13.8,14,256.8,NA,13.8,NA,NA,NA,NA,2020-03-06,19:17:00,2020-03-11,15:23:00,8.682,NA,NA,8.593345097,13.2,13.3,217.2,NA,13.2,NA,NA,NA,NA,2194.408702,NA,2170.588029,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.124,-0.023820673,NA,-0.6,NA,NA,2020-03-06 19:17:00,2020-03-11 15:23:00,115.1,NA,0.54006,,,NA,,0.006386790448,8,33.7,13.65,1,0,8.744,1.88E-06,47.57285544,47.74843624,47.57285544,47.74843624,47.57285544,47.74843627,0.001119368409,0.0004253858463,0.001546629615,0.002182498366,6.532553187,10.2230783
53,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,7.24,5.632,0,0,NA,NA,NA,518.45,20.21,jenner,NA,NA,NA,NA,19.7,NA,NA,8.272,NA,NA,8.16368674,13.4,13.5,258,NA,13.4,NA,NA,NA,NA,2020-03-06,19:13:00,2020-03-11,15:25:00,7.989,NA,NA,7.885180055,13.2,13.3,207.5,NA,13.2,NA,NA,NA,NA,1655.2569,NA,1692.528969,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.283,0.037272069,NA,-0.2,NA,NA,2020-03-06 19:13:00,2020-03-11 15:25:00,115.2,NA,0.51845,,,NA,,-0.004257372782,8,33.7,13.4,1,0,8.1305,9.79E-06,246.6840375,247.597233,246.6840375,247.597233,246.6840375,247.597234,0.001338422002,0.0001260713357,0.001474282527,0.001673892935,1.934822648,3.029472432
55,mar.2020,2020-03-06,mytilus_californianus,shell.long,34,33.7,20.54,24.313,0,0,NA,NA,NA,538.2,8.59,jenner,NA,NA,NA,NA,8.5,NA,NA,8.006,NA,NA,7.920146713,13.7,13.9,256.5,NA,13.7,NA,NA,NA,NA,2020-03-06,19:06:00,2020-03-11,15:29:00,7.913,NA,NA,7.82638517,13.3,13.4,228,NA,13.3,NA,NA,NA,NA,3991.999519,NA,3984.304336,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.093,-0.007695183,NA,-0.4,NA,NA,2020-03-06 19:06:00,2020-03-11 15:29:00,115.3833333,NA,0.5382,,,NA,,0.002111400612,8,33.7,13.65,1,0,7.9595,3.51E-05,892.1651848,895.4592393,892.1651848,895.4592393,892.1651848,895.4592514,0.003491578654,0.0002188097318,0.00374550976,0.003988151928,3.360154079,5.258513672
3,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,A1,32.63,11.68,16.586,NA,NA,451.95,455.99,1173.7,717.71,0,penn cove,0,0.51,0.51,0,4.03,62.5,,6.56,NA,6,6.495,13.7,13.7,NA,100.1,13.7,NA,NA,NA,NA,2023-12-12,16:12:00,2023-12-14,11:06:00,7.144,NA,-8.2,6.732,11.7,11.7,NA,97.3,11.6,NA,NA,NA,NA,1620.445,7.601397898,1795.12,0.862670273,-0.001303,0.000351,0,0,,dark,first,54,264.6725494,268.9032643,0.004230714912,0.584,0.174675,0.001654,-2.1,NA,0.173021,2023-12-12 16:12:00,2023-12-14 11:06:00,42.9,1,0.71771,6.379520899,6.624755085,-0.01756306952,0.006866290352,-0.3591331387,8,32.63,12.7,1,0,6.502137992,0.0005124859834,12656.88088,12704.66854,12656.88088,12704.66854,12656.88088,12704.67111,0.001698744164,3.62E-06,0.002214846817,0.0017077825,0.05561945308,0.08745337651
4,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,B1,32.71,11.61,16.263,NA,NA,447.56,451.54,1151.84,700.3,0,penn cove,0,2.23,2.23,0,3.9,54.9,,6.546,NA,6.8,6.448,13.6,13.6,NA,100,13.5,NA,NA,NA,NA,2023-12-12,16:19:00,2023-12-14,11:12:00,7.123,NA,-7,6.681,11.7,11.7,NA,94,11.6,NA,NA,NA,NA,1611.58,0.4808326112,1755.14,0.5232590181,-0.0058576667,0.00039,0,0,,dark,first,54,265.3741279,259.6527842,-0.005721343666,0.577,0.14356,0.0062476667,-1.9,NA,0.1373123333,2023-12-12 16:19:00,2023-12-14 11:12:00,42.88333333,1,0.7003,6.365704888,6.604031069,0.02395681168,0.02616066842,-0.2874819188,8,32.71,12.65,1,0,6.484867979,0.0005263975376,12982.04956,13031.12111,12982.04956,13031.12111,12982.04956,13031.12381,0.001674830708,3.41E-06,0.00220464251,0.00168336,0.05248761392,0.08251805108
6,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,A1,32.66,11.52,15.753,NA,NA,451.64,456.4,1139.55,683.15,0,penn cove,0,0.61,0.61,0,4.75,64.9,,6.57,NA,5.5,6.271,13.3,13.3,NA,99.5,13.1,NA,NA,NA,NA,2023-12-12,16:35:00,2023-12-14,11:24:00,7.165,NA,-9.4,6.751,11.7,11.7,NA,96.2,11.7,NA,NA,NA,NA,1614.875,1.081873375,1785.36,2.588010819,-0.001303,0.001938,0,0,,dark,first,54,266.3376679,265.2439986,-0.00109366927,0.595,0.170485,0.003241,-1.4,NA,0.167244,2023-12-12 16:35:00,2023-12-14 11:24:00,42.81666667,1,0.68315,6.388155905,6.6454791,0.003673631739,0.01088650911,-0.2808860427,8,32.66,12.5,1,0,6.516817503,0.0004975223096,12201.22864,12247.41395,12201.22864,12247.41395,12201.22864,12247.41636,0.001690779587,3.72E-06,0.002192021945,0.0017001175,0.0571798147,0.08992932359
7,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,B1,32.69,11.49,15.529,NA,NA,438.86,441.95,1133.34,691.39,0,penn cove,0,1.97,1.97,0,3.06,56.3,,6.552,NA,6.4,6.426,13,13,NA,99.2,12.8,NA,NA,NA,NA,2023-12-12,16:45:00,2023-12-14,11:31:00,7.115,NA,-6.4,6.686,11.7,11.7,NA,96.3,11.6,NA,NA,NA,NA,1590.975,2.863782464,1727.565,1.42128463,-0.0058576667,0.002987,0,0,,dark,first,54,267.1586532,266.03939,-0.001119263239,0.563,0.13659,0.0088446667,-1.2,NA,0.1277453333,2023-12-12 16:45:00,2023-12-14 11:31:00,42.76666667,1,0.69139,6.372612893,6.593669061,0.005913280841,0.04672805855,-0.3374514618,8,32.69,12.35,1,0,6.483140977,0.0005237103764,12763.22731,12811.68899,12763.22731,12811.68899,12763.22731,12811.69161,0.001650994508,3.30E-06,0.002178008513,0.00165927,0.05076337465,0.07984500497
8,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,C1,32.65,11.46,15.29,NA,NA,462.82,466.41,1156.19,689.78,0,penn cove,0,0.86,0.86,0,3.61,59.5,,6.576,NA,5.1,6.448,13.1,13.1,NA,100.1,12.9,NA,NA,NA,NA,2023-12-12,16:50:00,2023-12-14,11:41:00,7.173,NA,-9.8,6.765,11.6,11.6,NA,98.1,11.6,NA,NA,NA,NA,1648.255,18.81611145,1825.6,0.5515432893,6.37E-05,0.000588,0,0,,dark,first,54,269.0843344,271.0801489,0.001995814518,0.597,0.177345,0.0005243333,-1.3,NA,0.1768206667,2023-12-12 16:50:00,2023-12-14 11:41:00,42.85,1,0.68978,6.395063911,6.652387106,-0.008899646311,0.002338083462,-0.394235381,8,32.65,12.35,1,0,6.523725508,0.0005021456095,12251.1246,12297.59768,12251.1246,12297.59768,12251.1246,12297.60012,0.001727313057,3.84E-06,0.002233299816,0.0017369275,0.05902449175,0.09285709987
9,dec.2023.cluster,2023-12-12,mytilus_trossulus,shell.trossulus,A1,32.64,11.45,15.102,NA,NA,457.67,461.21,1149.21,688,0,penn cove,0,2.4,2.4,0,3.5,54.3,,6.581,NA,4.8,6.429,13,13,NA,99.5,12.9,NA,NA,NA,NA,2023-12-12,16:55:00,2023-12-14,11:48:00,7.128,NA,-7.2,6.683,11.7,11.7,NA,91.5,11.6,NA,NA,NA,NA,1652.62,0.8343860018,1788.405,0.1343502884,-0.001303,0.003446,0,0,,dark,first,54,267.488074,252.8582135,-0.01462986052,0.547,0.135785,0.004749,-1.3,NA,0.131036,2023-12-12 16:55:00,2023-12-14 11:48:00,42.88333333,1,0.688,6.400244914,6.607485072,0.06706131166,0.02176877686,-0.3003256943,8,32.64,12.35,1,0,6.503864993,0.0005165098301,12580.61254,12628.37293,12580.61254,12628.37293,12580.61254,12628.37547,0.001711584588,3.57E-06,0.002231666572,0.0017205125,0.05490115509,0.0863612778
