jar,date.cat,date,species,treatment,sump,sal,stock.ml,HCl.ml,NaOH.ml,Ca.ml,jar.wt,jar.muss.wt,jar.muss.h2o.wt,h2o.wt,wet.wt,origin,num.bys,tray.wt,tray.gut.wt,gut.wt,shell.wt,shell.length,shell.color,nbs.ph.0,ph.0,mv.0,spec.0,spec.t.0,ph.t.0,do.0,do.perc.0,do.t.0,ca.mv.0,ca.free.0,ca.meas.0,ca.sd.0,date.in,time.in,date.out,time.out,nbs.ph.1,ph.1,mv.1,spec.1,spec.t.1,ph.t.1,do.1,do.perc.1,do.t.1,ca.mv.1,ca.free.1,ca.meas.1,ca.sd.1,alk.0,alk.sd.0,alk.1,alk.sd.1,nh3.0,nh3.1,psi.0,psi.1,comments,light,first.sec,cluster,caldo.0,caldo.1,delox,delph,delta,delam,delt,delfreeca,corrdelta,start.time,end.time,duration,gut,h2o.kg,calph.0,calph.1,R,E,G,flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
1,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,18.97,23.615,0,0,NA,NA,NA,808.13,16.4,jenner,NA,NA,NA,NA,15.32,NA,NA,7.526,NA,NA,7.448502056,13.4,13.7,256.2,NA,13.4,NA,NA,NA,NA,2020-03-06,18:39:00,2020-03-06,21:32:00,7.535,NA,NA,7.454504336,13.2,13.4,255.4,NA,13.2,NA,NA,NA,NA,3623.107144,NA,3626.740705,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.009,0.003633561,NA,-0.2,NA,NA,2020-03-06 18:39:00,2020-03-06 21:32:00,2.883333333,NA,0.80813,,,NA,,-0.03323763169,8,33.7,13.55,1,0,7.5305,9.25E-05,2343.834193,2352.509401,2343.834193,2352.509401,2343.834193,2352.509484,0.003441896226,7.96E-05,0.003613956563,0.003624923925,1.221951756,1.912803318
12,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,21.71,28.261,0,0,NA,NA,NA,811.42,16.98,carmet,NA,NA,NA,NA,16.05,NA,NA,7.515,NA,NA,7.433975342,13.3,13.7,259.3,NA,13.3,NA,NA,NA,NA,2020-03-06,17:57:00,2020-03-06,21:22:00,7.514,NA,NA,7.438453056,13.3,13.5,258.7,NA,13.3,NA,NA,NA,NA,4025.147235,NA,4016.079547,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.001,-0.009067688,NA,0,NA,NA,2020-03-06 17:57:00,2020-03-06 21:22:00,3.416666667,NA,0.81142,,,NA,,0.06708642258,8,33.7,13.6,1,0,7.5145,0.0001065265383,2704.414023,2714.421596,2704.414023,2714.421596,2704.414023,2714.421706,0.003826645861,8.55E-05,0.004018631974,0.004020613391,1.312111966,2.053724521
13,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,16.23,17.169,0,0,NA,NA,NA,804.02,24.5,jenner,NA,NA,NA,NA,23.69,NA,NA,8.182,NA,NA,8.087779627,13.4,13.7,258.7,NA,13.4,NA,NA,NA,NA,2020-03-06,17:51:00,2020-03-06,21:43:00,8.149,NA,NA,8.07497915,13.3,13.5,258.2,NA,13.3,NA,NA,NA,NA,3425.553403,NA,3402.193823,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.033,-0.02335958,NA,-0.1,NA,NA,2020-03-06 17:51:00,2020-03-06 21:43:00,3.866666667,NA,0.80402,,,NA,,0.102517992,8,33.7,13.6,1,0,8.1655,1.73E-05,437.9645643,439.5812873,437.9645643,439.5812873,437.9645643,439.5812902,0.002772120276,0.0002773632459,0.003066737147,0.003413873613,4.258556727,6.665472494
14,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,8.61,0.255,0,0,NA,NA,NA,857.19,22.58,carmet,NA,NA,NA,NA,22.33,NA,NA,8.99,NA,NA,8.899480092,13.4,13.6,260.2,NA,13.4,NA,NA,NA,NA,2020-03-06,17:44:00,2020-03-06,20:55:00,8.971,NA,NA,8.871687724,13.3,13.5,259.6,NA,13.3,NA,NA,NA,NA,2662.126775,NA,2649.307764,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.019,-0.012819011,NA,-0.1,NA,NA,2020-03-06 17:44:00,2020-03-06 20:55:00,3.183333333,NA,0.85719,,,NA,,0.07729133,8,33.7,13.55,1,0,8.9805,9.86E-07,25.00327177,25.09558394,25.00327177,25.09558394,25.00327177,25.09558395,0.001034385519,0.0006741834294,0.001709555403,0.00265571727,10.34987079,16.20132144
16,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,11.15,15.426,0,0,NA,NA,NA,827.74,19.14,carmet,NA,NA,NA,NA,18.75,NA,NA,7.084,NA,NA,7.015779641,13.3,13.6,257.4,NA,13.3,NA,NA,NA,NA,2020-03-06,17:20:00,2020-03-06,21:19:00,7.117,NA,NA,7.061890631,13.2,13.5,257.1,NA,13.2,NA,NA,NA,NA,2063.777126,NA,2086.141701,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.033,0.022364575,NA,-0.1,NA,NA,2020-03-06 17:20:00,2020-03-06 21:19:00,3.983333333,NA,0.82774,,,NA,,-0.123930064,8,33.7,13.55,1,0,7.1005,0.0001469186953,3724.276808,3738.082338,3724.276808,3738.082338,3724.276808,3738.082547,0.002030941757,1.75E-05,0.002195324627,0.002074959414,0.2681032971,0.4196816492
17,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,11.05,9.889,0,0,NA,NA,NA,842.64,15.51,jenner,NA,NA,NA,NA,15.07,NA,NA,8.282,NA,NA,8.180232733,13.3,13.6,257.6,NA,13.3,NA,NA,NA,NA,2020-03-06,17:15:00,2020-03-06,21:45:00,8.251,NA,NA,8.158294543,13.3,13.5,257.1,NA,13.3,NA,NA,NA,NA,2542.019589,NA,2525.901471,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.031,-0.016118118,NA,0,NA,NA,2020-03-06 17:15:00,2020-03-06 21:45:00,4.5,NA,0.84264,,,NA,,0.1001383982,8,33.7,13.55,1,0,8.2665,9.58E-06,242.9055607,243.8025891,242.9055607,243.8025891,242.9055607,243.80259,0.001940796257,0.0002445083334,0.002194888062,0.00253396053,3.75363111,5.875789237
18,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,7.43,10.073,0,0,NA,NA,NA,850.94,9.33,carmet,NA,NA,NA,NA,9.08,NA,NA,6.953,NA,NA,6.899318512,13.2,13.5,257.8,NA,13.2,NA,NA,NA,NA,2020-03-06,17:10:00,2020-03-06,20:58:00,6.985,NA,NA,6.921097933,13.4,13.7,257.3,NA,13.4,NA,NA,NA,NA,1403.506262,NA,1428.484924,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.032,0.024978662,NA,0.2,NA,NA,2020-03-06 17:10:00,2020-03-06 20:58:00,3.8,NA,0.85094,,,NA,,-0.3080127325,8,33.7,13.6,1,0,6.969,0.0001360948306,3454.766004,3467.561251,3454.766004,3467.561251,3454.766004,3467.561431,0.001391579556,8.86E-06,0.001536534656,0.001415995593,0.1360384363,0.2129262166
19,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,12.22,14.437,0,0,NA,NA,NA,851.85,13.59,jenner,NA,NA,NA,NA,12.76,NA,NA,7.69,NA,NA,7.582202326,13.3,13.6,257.7,NA,13.3,NA,NA,NA,NA,2020-03-06,17:06:00,2020-03-06,20:38:00,7.668,NA,NA,7.559797027,13.3,13.5,257,NA,13.3,NA,NA,NA,NA,2497.353805,NA,2507.607899,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.022,0.010254094,NA,0,NA,NA,2020-03-06 17:06:00,2020-03-06 20:38:00,3.533333333,NA,0.85185,,,NA,,-0.09687130302,8,33.7,13.55,1,0,7.679,4.43E-05,1122.062556,1126.21022,1122.062556,1126.21022,1122.062556,1126.210239,0.002318648286,7.55E-05,0.002438416193,0.002502480852,1.159047257,1.814329482
21,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,0.1,0,3.863,0,NA,NA,NA,849.03,9.69,jenner,NA,NA,NA,NA,8.86,NA,NA,7.233,NA,NA,7.145324955,13.3,13.6,257.8,NA,13.3,NA,NA,NA,NA,2020-03-06,16:54:00,2020-03-06,20:29:00,7.234,NA,NA,7.149146473,13.2,13.5,257.6,NA,13.2,NA,NA,NA,NA,1833.241717,NA,1856.405044,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.001,0.023163327,NA,-0.1,NA,NA,2020-03-06 16:54:00,2020-03-06 20:29:00,3.583333333,NA,0.84903,,,NA,,-0.3097227076,8,33.7,13.55,1,0,7.2335,9.53E-05,2416.157055,2425.100858,2416.157055,2425.100858,2416.157055,2425.100946,0.001790714014,2.09E-05,0.001906933238,0.001844823381,0.3208306131,0.5022177758
22,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,6.65,0.241,0,0,NA,NA,NA,857.3,14.47,carmet,NA,NA,NA,NA,13.65,NA,NA,8.811,NA,NA,8.71775767,13.3,13.6,258.3,NA,13.3,NA,NA,NA,NA,2020-03-06,16:46:00,2020-03-06,20:50:00,8.786,NA,NA,8.694355576,13.2,13.4,257.4,NA,13.2,NA,NA,NA,NA,2056.222462,NA,2049.369999,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.025,-0.006852463,NA,-0.1,NA,NA,2020-03-06 16:46:00,2020-03-06 20:50:00,4.066666667,NA,0.8573,,,NA,,0.05291493902,8,33.7,13.5,1,0,8.7985,1.43E-06,36.18995721,36.3236625,36.18995721,36.3236625,36.18995721,36.32366252,0.0009846510159,0.0004212638724,0.001407345041,0.002052796231,6.466359821,10.12320842
23,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,16.14,23.665,0,0,NA,NA,NA,819.12,12.52,jenner,NA,NA,NA,NA,11.83,NA,NA,6.968,NA,NA,6.913482152,13.4,13.6,257.5,NA,13.4,NA,NA,NA,NA,2020-03-06,16:40:00,2020-03-06,20:26:00,7.003,NA,NA,6.948510897,13.4,13.6,256.9,NA,13.4,NA,NA,NA,NA,2798.380355,NA,2815.59719,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.035,0.017216835,NA,0,NA,NA,2020-03-06 16:40:00,2020-03-06 20:26:00,3.766666667,NA,0.81912,,,NA,,-0.1582446071,8,33.7,13.6,1,0,6.9855,0.0002602577529,6607.264704,6631.819367,6607.264704,6631.819367,6607.264704,6631.820024,0.00276348268,1.83E-05,0.00304201249,0.002806988773,0.2805411229,0.4391051719
2,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,20.93,20.029,0,0,NA,NA,NA,795.46,22.24,carmet,NA,NA,NA,NA,21.36,NA,NA,8.377,NA,NA,8.288064559,13.3,13.6,256.2,NA,13.3,NA,NA,NA,NA,2020-03-06,18:35:00,2020-03-06,21:51:00,8.352,NA,NA,8.267095759,13.2,13.5,255.3,NA,13.2,NA,NA,NA,NA,4678.916791,NA,4664.218705,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.025,-0.014698086,NA,-0.1,NA,NA,2020-03-06 18:35:00,2020-03-06 21:51:00,3.266666667,NA,0.79546,,,NA,,0.0837805226,8,33.7,13.55,1,0,8.3645,1.36E-05,345.209617,346.4845841,345.209617,346.4845841,345.209617,346.4845858,0.00345721626,0.0005456855807,0.004016521437,0.004671567748,8.377221356,13.11338926
24,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,1.96,0.214,0,0,NA,NA,NA,842.8,33.82,carmet,NA,NA,NA,NA,33.08,NA,NA,7.521,NA,NA,7.360791483,13.3,13.5,259.1,NA,13.3,NA,NA,NA,NA,2020-03-06,16:35:00,2020-03-06,20:32:00,7.487,NA,NA,7.300892056,13.1,13.4,258.8,NA,13.1,NA,NA,NA,NA,558.0117318,NA,584.602139,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.034,0.0265904072,NA,-0.2,NA,NA,2020-03-06 16:35:00,2020-03-06 20:32:00,3.95,NA,0.8428,,,NA,,-0.08575450074,8,33.7,13.45,1,0,7.504,1.51E-05,381.1785228,382.5882234,381.1785228,382.5882234,381.1785228,382.5882256,0.0005260678675,1.14E-05,0.0005525522918,0.0005713069354,0.1749382202,0.273897445
26,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,14.38,10.126,0,0,NA,NA,NA,8338.4,18.28,carmet,NA,NA,NA,NA,17.42,NA,NA,8.583,NA,NA,8.485613758,13.4,13.7,259.5,NA,13.4,NA,NA,NA,NA,2020-03-06,16:27:00,2020-03-06,20:45:00,8.562,NA,NA,8.476734625,13.3,13.6,258.7,NA,13.3,NA,NA,NA,NA,3429.378709,NA,3425.586865,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.021,-0.003791844,NA,-0.1,NA,NA,2020-03-06 16:27:00,2020-03-06 20:45:00,4.3,NA,8.3384,,,NA,,0.2110505968,8,33.7,13.65,1,0,8.5725,5.25E-06,133.4024622,133.8944136,133.4024622,133.8944136,133.4024622,133.8944138,0.002155454977,0.000551262998,0.002711964773,0.003427482787,8.464906165,13.24796593
27,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,19.36,27.931,0,0,NA,NA,NA,870.79,14.01,jenner,NA,NA,NA,NA,13.47,NA,NA,7.019,NA,NA,6.965154993,13.4,13.7,258.6,NA,13.4,NA,NA,NA,NA,2020-03-06,16:24:00,2020-03-06,20:23:00,7.042,NA,NA,7.002694552,13.3,13.6,258.2,NA,13.3,NA,NA,NA,NA,3307.398418,NA,3333.089641,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.023,0.025691223,NA,-0.1,NA,NA,2020-03-06 16:24:00,2020-03-06 20:23:00,3.983333333,NA,0.87079,,,NA,,-0.208474994,8,33.7,13.65,1,0,7.0305,0.0002767191235,7036.336932,7062.481141,7036.336932,7062.481141,7036.336932,7062.481885,0.003264547201,2.40E-05,0.003565241704,0.00332024403,0.3681513522,0.5761763728
28,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,13.01,15.503,0,0,NA,NA,NA,785.37,21.96,carmet,NA,NA,NA,NA,21.04,NA,NA,7.597,NA,NA,7.494666636,13.3,13.6,258.4,NA,13.3,NA,NA,NA,NA,2020-03-06,16:20:00,2020-03-06,20:36:00,7.567,NA,NA,7.47002413,13.2,13.5,257.3,NA,13.2,NA,NA,NA,NA,2594.67439,NA,2598.469626,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.03,0.003795236,NA,-0.1,NA,NA,2020-03-06 16:20:00,2020-03-06 20:36:00,4.266666667,NA,0.78537,,,NA,,-0.01660155042,8,33.7,13.55,1,0,7.582,5.83E-05,1478.282878,1483.749474,1478.282878,1483.749474,1478.282878,1483.749507,0.002442633182,6.36E-05,0.00256459138,0.002596572008,0.9769106769,1.529218042
29,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,7.73,0.085,0,0,NA,NA,NA,850.79,16.85,jenner,NA,NA,NA,NA,16.37,NA,NA,8.911,NA,NA,8.816793262,13.3,13.5,260.1,NA,13.3,NA,NA,NA,NA,2020-03-06,16:16:00,2020-03-06,20:52:00,8.885,NA,NA,8.79306238,13.1,13.4,259.3,NA,13.1,NA,NA,NA,NA,2365.886271,NA,2349.683988,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.026,-0.016202283,NA,-0.2,NA,NA,2020-03-06 16:16:00,2020-03-06 20:52:00,4.6,NA,0.85079,,,NA,,0.09152970939,8,33.7,13.45,1,0,8.898,1.17E-06,29.68003441,29.78975487,29.68003441,29.78975487,29.68003441,29.78975488,0.001015764583,0.0005454194364,0.001562358657,0.00235778513,8.371098739,13.10646491
31,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,16.92,17.897,0,0,NA,NA,NA,844.09,21.48,jenner,NA,NA,NA,NA,20.78,NA,NA,8.146,NA,NA,8.033839262,13.3,13.6,257.6,NA,13.3,NA,NA,NA,NA,2020-03-06,16:09:00,2020-03-06,20:10:00,8.119,NA,NA,8.025293562,13.3,13.6,256.7,NA,13.3,NA,NA,NA,NA,3547.373746,NA,3546.952996,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.027,-0.00042075,NA,0,NA,NA,2020-03-06 16:09:00,2020-03-06 20:10:00,4.016666667,NA,0.84409,,,NA,,0.0021275097,8,33.7,13.6,1,0,8.1325,1.96E-05,498.2132256,500.0523754,498.2132256,500.0523754,498.2132256,500.0523792,0.002923327104,0.0002709878537,0.003213939396,0.003547163371,4.160628236,6.512248038
32,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,22.49,33.093,0,0,NA,NA,NA,846.39,21.42,carmet,NA,NA,NA,NA,20.25,NA,NA,7.08,NA,NA,7.020946008,13.3,13.6,257.2,NA,13.3,NA,NA,NA,NA,2020-03-06,16:03:00,2020-03-06,20:19:00,7.1,NA,NA,7.060944741,13.4,13.7,256.5,NA,13.4,NA,NA,NA,NA,3902.10196,NA,3916.952073,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.02,0.014850113,NA,0.1,NA,NA,2020-03-06 16:03:00,2020-03-06 20:19:00,4.266666667,NA,0.84639,,,NA,,-0.07273719411,8,33.7,13.65,1,0,7.09,0.0002835360734,7209.177274,7235.969472,7209.177274,7235.969472,7209.177274,7235.970253,0.003836016516,3.23E-05,0.004151860291,0.003909527017,0.4961007311,0.7764196313
33,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,5.48,1.292,0,0,NA,NA,NA,848.75,13.66,jenner,NA,NA,NA,NA,12.92,NA,NA,8.606,NA,NA,8.490013597,13.3,13.6,258.2,NA,13.3,NA,NA,NA,NA,2020-03-06,16:00:00,2020-03-06,20:02:00,8.568,NA,NA,8.452612167,13.4,13.7,257.8,NA,13.4,NA,NA,NA,NA,1600.57523,NA,1612.532685,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.038,0.011957455,NA,0.1,NA,NA,2020-03-06 16:00:00,2020-03-06 20:02:00,4.033333333,NA,0.84875,,,NA,,-0.09737823924,8,33.7,13.65,1,0,8.587,2.21E-06,56.20943379,56.41668793,56.20943379,56.41668793,56.20943379,56.41668798,0.0009377002363,0.0002479272401,0.001187837888,0.001606553958,3.807023626,5.9581889
34,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,21.81,24.399,0,0,NA,NA,NA,852.66,8.16,carmet,NA,NA,NA,NA,7.71,NA,NA,8.084,NA,NA,7.987007131,13.4,13.7,257.7,NA,13.4,NA,NA,NA,NA,2020-03-06,15:57:00,2020-03-06,20:12:00,8.066,NA,NA,7.966620125,13.3,13.6,257,NA,13.3,NA,NA,NA,NA,4426.781098,NA,4427.66162,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.018,0.000880522,NA,-0.1,NA,NA,2020-03-06 15:57:00,2020-03-06 20:12:00,4.25,NA,0.85266,,,NA,,-0.01145625831,8,33.7,13.65,1,0,8.075,2.87E-05,728.4836631,731.1718584,728.4836631,731.1718584,728.4836631,731.1718664,0.003744469409,0.0003046079889,0.004077728693,0.004427221359,4.677402073,7.320346998
35,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,21.32,22.745,0,0,NA,NA,NA,856.42,14.05,jenner,NA,NA,NA,NA,13.6,NA,NA,8.239,NA,NA,8.15170046,13.4,13.7,258.4,NA,13.4,NA,NA,NA,NA,2020-03-06,15:54:00,2020-03-06,20:07:00,8.226,NA,NA,8.148424927,13.5,13.7,257.7,NA,13.5,NA,NA,NA,NA,4509.926806,NA,4499.304555,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.013,-0.010622251,NA,0.1,NA,NA,2020-03-06 15:54:00,2020-03-06 20:07:00,4.216666667,NA,0.85642,,,NA,,0.07931680018,8,33.7,13.7,1,0,8.2325,1.90E-05,483.3709722,485.1530211,483.3709722,485.1530211,483.3709722,485.1530246,0.003569927866,0.0004181286748,0.004007037325,0.004504615681,6.421339828,10.04868549
3,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,24.25,31.232,0,0,NA,NA,NA,826.79,13.05,jenner,NA,NA,NA,NA,12.35,NA,NA,7.502,NA,NA,7.417341821,13.4,13.6,256.2,NA,13.4,NA,NA,NA,NA,2020-03-06,18:30:00,2020-03-06,21:26:00,7.5,NA,NA,7.435088957,13.4,13.6,256,NA,13.4,NA,NA,NA,NA,4525.662111,NA,4519.268819,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.002,-0.006393292,NA,0,NA,NA,2020-03-06 18:30:00,2020-03-06 21:26:00,2.933333333,NA,0.82679,,,NA,,0.07295606219,8,33.7,13.6,1,0,7.501,0.0001238655199,3144.622087,3156.264246,3144.622087,3156.264246,3144.622087,3156.264395,0.004313329686,9.34E-05,0.004530574339,0.004522465465,1.433702103,2.244041808
36,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,9.78,13.203,0,0,NA,NA,NA,855.65,12.43,carmet,NA,NA,NA,NA,11.96,NA,NA,7.085,NA,NA,7.010427137,13.4,13.6,259.1,NA,13.4,NA,NA,NA,NA,2020-03-06,15:51:00,2020-03-06,20:14:00,7.102,NA,NA,7.027949033,13.4,13.6,258.3,NA,13.4,NA,NA,NA,NA,1805.207525,NA,1814.643871,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.017,0.009436346,NA,0,NA,NA,2020-03-06 15:51:00,2020-03-06 20:14:00,4.383333333,NA,0.85565,,,NA,,-0.07700773289,8,33.7,13.6,1,0,7.0935,0.0001299903095,3300.114498,3312.334425,3300.114498,3312.334425,3300.114498,3312.334588,0.001770961983,1.50E-05,0.001915957655,0.001809925698,0.2303857379,0.3606015689
37,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,10.76,8.11,0,0,NA,NA,NA,857.31,8.91,jenner,NA,NA,NA,NA,8.54,NA,NA,8.476,NA,NA,8.366504512,13.3,13.6,258.9,NA,13.3,NA,NA,NA,NA,2020-03-06,15:44:00,2020-03-06,20:05:00,8.443,NA,NA,8.347012982,13.4,13.7,258.4,NA,13.4,NA,NA,NA,NA,2626.642937,NA,2608.67961,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.033,-0.017963327,NA,0.1,NA,NA,2020-03-06 15:44:00,2020-03-06 20:05:00,4.35,NA,0.85731,,,NA,,0.207275295,8,33.7,13.65,1,0,8.4595,5.61E-06,142.5292812,143.0548685,142.5292812,143.0548685,142.5292812,143.0548688,0.001774370851,0.0003499262799,0.002129902203,0.002617661274,5.373255118,8.409429024
38,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,10.37,4.594,0,0,NA,NA,NA,838.59,10.93,carmet,NA,NA,NA,NA,10.27,NA,NA,8.729,NA,NA,8.640012889,13.3,13.6,259.1,NA,13.3,NA,NA,NA,NA,2020-03-06,15:40:00,2020-03-06,19:57:00,8.706,NA,NA,8.610867764,13.3,13.6,258.9,NA,13.3,NA,NA,NA,NA,2790.862835,NA,2777.838235,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.023,-0.0130246,NA,0,NA,NA,2020-03-06 15:40:00,2020-03-06 19:57:00,4.283333333,NA,0.83859,,,NA,,0.1241457228,8,33.7,13.6,1,0,8.7175,2.63E-06,66.72161764,66.96780257,66.72161764,66.96780257,66.72161764,66.96780264,0.001505734413,0.0005366922483,0.002045054801,0.002784350535,8.240136568,12.89752656
39,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,16.04,11.928,0,0,NA,NA,NA,802.37,12.01,jenner,NA,NA,NA,NA,11.31,NA,NA,8.578,NA,NA,8.480420557,13.5,13.7,259.2,NA,13.5,NA,NA,NA,NA,2020-03-06,15:37:00,2020-03-06,20:00:00,8.559,NA,NA,8.477759727,13.4,13.6,258.7,NA,13.4,NA,NA,NA,NA,3880.99997,NA,3870.608453,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,-0.019,-0.010391517,NA,-0.1,NA,NA,2020-03-06 15:37:00,2020-03-06 20:00:00,4.383333333,NA,0.80237,,,NA,,0.08409235908,8,33.7,13.65,1,0,8.5685,6.04E-06,153.6626222,154.2292986,153.6626222,154.2292986,153.6626222,154.229299,0.002460322523,0.0006234689137,0.003089835039,0.003875804212,9.573661853,14.98322012
41,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,10.17,10.919,0,0,NA,NA,NA,801.15,11.55,jenner,NA,NA,NA,NA,11.12,NA,NA,7.246,NA,NA,7.171574888,13.3,13.5,258.9,NA,13.3,NA,NA,NA,NA,2020-03-06,15:25:00,2020-03-06,19:45:00,7.264,NA,NA,7.187292518,13.4,13.7,258.8,NA,13.4,NA,NA,NA,NA,1945.714406,NA,1953.666249,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.018,0.007951843,NA,0.1,NA,NA,2020-03-06 15:25:00,2020-03-06 19:45:00,4.333333333,NA,0.80115,,,NA,,-0.06610354544,8,33.7,13.6,1,0,7.255,9.57E-05,2428.599829,2437.584272,2428.599829,2437.584272,2428.599829,2437.584361,0.001890276152,2.32E-05,0.002009177111,0.001949690328,0.3567120846,0.5583253569
42,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,9.58,11.328,0,0,NA,NA,NA,854.35,12.49,carmet,NA,NA,NA,NA,11.97,NA,NA,6.931,NA,NA,6.887289113,13.4,13.7,259.1,NA,13.4,NA,NA,NA,NA,2020-03-06,15:19:00,2020-03-06,19:42:00,6.971,NA,NA,6.920184341,13.4,13.7,259.3,NA,13.4,NA,NA,NA,NA,1721.435782,NA,1747.033693,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.04,0.025597911,NA,0,NA,NA,2020-03-06 15:19:00,2020-03-06 19:42:00,4.383333333,NA,0.85435,,,NA,,-0.2084067132,8,33.7,13.7,1,0,6.951,0.0001736275698,4421.657584,4438.029746,4421.657584,4438.029746,4421.657584,4438.03004,0.001706860222,1.05E-05,0.001890956807,0.001734234738,0.1607761162,0.2515968113
43,mar.2020,2020-03-06,mytilus_californianus,shell,34,33.7,20.24,28.901,0,0,NA,NA,NA,852.58,10.36,jenner,NA,NA,NA,NA,9.78,NA,NA,6.925,NA,NA,6.886366554,13.3,13.6,259.4,NA,13.3,NA,NA,NA,NA,2020-03-06,15:12:00,2020-03-06,19:37:00,6.956,NA,NA,6.920253174,13.4,13.6,259.3,NA,13.4,NA,NA,NA,NA,3360.255187,NA,3383.73238,NA,NA,NA,0,0,shells from 2020-01-14,dark,first,0,NA,NA,NA,0.031,0.023477193,NA,0.1,NA,NA,2020-03-06 15:12:00,2020-03-06 19:37:00,4.416666667,NA,0.85258,,,NA,,-0.2316956269,8,33.7,13.6,1,0,6.9405,0.0003473771749,8818.999323,8851.85229,8818.999323,8851.85229,8818.999323,8851.85346,0.003326089833,1.98E-05,0.003693291058,0.003371993784,0.3043697483,0.476401924
